codelist_name,concept_id,concept_name,standard_concept
any_covid_vaccine,1525734,"0.3 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.05 MG/ML / SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (BA.4/BA.5) 0.05 MG/ML Injection",S
any_covid_vaccine,36968470,0.5 ML COVID-19 vaccine 0.08 MG/ML Injectable Suspension,S
any_covid_vaccine,36948476,0.5 ML COVID-19 vaccine 0.08 MG/ML Injectable Suspension by Hipra Human Health S.L.U.,S
any_covid_vaccine,36969696,0.5 ML COVID-19 vaccine 1200 UNT/ML Injectable Suspension,S
any_covid_vaccine,36964076,0.5 ML COVID-19 vaccine 1200 UNT/ML Injectable Suspension [CoronaVac],S
any_covid_vaccine,36962147,0.5 ML COVID-19 vaccine 1200 UNT/ML Injectable Suspension [CoronaVac] by Sinovac Life Sciences,S
any_covid_vaccine,36967747,0.5 ML COVID-19 vaccine 13 UNT/ML Injectable Suspension,S
any_covid_vaccine,36950030,0.5 ML COVID-19 vaccine 13 UNT/ML Injectable Suspension by Beijing Institute of Biological Products,S
any_covid_vaccine,36953390,100 ML COVID-19 vaccine 0.08 MG/ML Injectable Suspension,S
any_covid_vaccine,36923477,100 ML COVID-19 vaccine 0.08 MG/ML Injectable Suspension by Hipra Human Health S.L.U.,S
any_covid_vaccine,36945265,10 ML COVID-19 vaccine 0.08 MG/ML Injectable Suspension,S
any_covid_vaccine,36962290,10 ML COVID-19 vaccine 0.08 MG/ML Injectable Suspension by Hipra Human Health S.L.U.,S
any_covid_vaccine,36962954,1 ML COVID-19 vaccine 1200 UNT/ML Injectable Suspension,S
any_covid_vaccine,36941610,1 ML COVID-19 vaccine 1200 UNT/ML Injectable Suspension [CoronaVac],S
any_covid_vaccine,36929895,1 ML COVID-19 vaccine 1200 UNT/ML Injectable Suspension [CoronaVac] by Sinovac Life Sciences,S
any_covid_vaccine,36944687,1 ML COVID-19 vaccine 13 UNT/ML Injectable Suspension,S
any_covid_vaccine,36936425,1 ML COVID-19 vaccine 13 UNT/ML Injectable Suspension by Beijing Institute of Biological Products,S
any_covid_vaccine,35894915,COVID-19 vaccine,S
