codelist_name,concept_id,concept_name,standard_concept
covid_diagnosis,3661405,Acute bronchitis caused by SARS-CoV-2,S
covid_diagnosis,3655976,Acute hypoxemic respiratory failure due to COVID-19,S
covid_diagnosis,3661748,Acute kidney injury due to COVID-19,S
covid_diagnosis,3661406,Acute respiratory distress syndrome due to COVID-19,S
covid_diagnosis,3662381,Asymptomatic SARS-CoV-2,S
covid_diagnosis,756031,Bronchitis caused by COVID-19,S
covid_diagnosis,3656667,Cardiomyopathy due to COVID-19,S
covid_diagnosis,3656668,Conjunctivitis due to COVID-19,S
covid_diagnosis,37311061,COVID-19,S
covid_diagnosis,3656669,Dyspnea caused by SARS-CoV-2,S
covid_diagnosis,37310284,Encephalopathy due to COVID-19,S
covid_diagnosis,3661885,Fever caused by SARS-CoV-2,S
covid_diagnosis,37310283,Gastroenteritis caused by SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2),S
covid_diagnosis,3663281,Infection of lower respiratory tract caused by SARS-CoV-2,S
covid_diagnosis,37310286,Infection of upper respiratory tract caused by SARS-CoV-2,S
covid_diagnosis,3661631,Lymphocytopenia due to COVID-19,S
covid_diagnosis,37310287,Myocarditis due to COVID-19,S
covid_diagnosis,37310254,Otitis media due to COVID-19,S
covid_diagnosis,704995,Patient meets COVID-19 clinical diagnostic criteria,S
covid_diagnosis,700297,Patient meets COVID-19 laboratory confirmation criterion (detection of specific RNA in a clinical specimen using a molecular amplification detection test),S
covid_diagnosis,704996,Patient meets COVID-19 laboratory diagnostic criteria,S
covid_diagnosis,700296,"Patient meets COVID-19 presumptive laboratory evidence criteria (detection of specific antigen in a clinical specimen, OR detection of specific antibody in serum, plasma, or whole blood indicative of a new or recent infection)",S
covid_diagnosis,3661408,Pneumonia caused by SARS-CoV-2,S
covid_diagnosis,756039,Respiratory infection caused by COVID-19,S
covid_diagnosis,3655977,Rhabdomyolysis due to COVID-19,S
covid_diagnosis,3655975,Sepsis due to disease caused by COVID-19,S
covid_diagnosis,3661632,Thrombocytopenia due to COVID-19,S
covid_test,40218804,"2019-ncov coronavirus, sars-cov-2/2019-ncov (covid-19), any technique, multiple types or subtypes (includes all targets), non-cdc",S
covid_test,704058,"2019-ncov coronavirus, sars-cov-2/2019-ncov (covid-19), any technique, multiple types or subtypes (includes all targets), non-cdc, making use of high throughput technologies as described by cms-2020-01-r (Deprecated)",S
covid_test,36659749,Bovine coronavirus RNA [Cycle Threshold #] in Specimen by NAA with probe detection,S
covid_test,40218805,Cdc 2019 novel coronavirus (2019-ncov) real-time rt-pcr diagnostic panel,S
covid_test,44789510,Coronavirus nucleic acid detection,S
covid_test,44811805,Coronavirus nucleic acid detection assay,S
covid_test,45770687,Coronavirus RNA (ribonucleic acid) detection assay,S
covid_test,44807536,Coronavirus RNA (ribonucleic acid) measurement by NAAT (nucleic acid amplification test),S
covid_test,37168088,Detection of ribonucleic acid of SARS-CoV-2 using microchip real time polymerase chain reaction,S
covid_test,3667069,Detection of ribonucleic acid of SARS-CoV-2 using polymerase chain reaction,S
covid_test,36660491,Human coronavirus 229E RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,S
covid_test,36659667,Human coronavirus HKU1 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,S
covid_test,36660329,Human coronavirus NL63 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,S
covid_test,36660364,Human coronavirus OC43 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,S
covid_test,742224,"Infectious agent antigen detection by immunoassay technique (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]), qualitative or semiquantitative; severe acute resp",S
covid_test,700360,"Infectious agent detection by nucleic acid (DNA or RNA); severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]), amplified probe technique",N
covid_test,801235,"Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), amplified probe technique, cdc or non-cdc, making use of high throughput technologies, ... (Deprecated)",S
covid_test,704059,"Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), amplified probe technique, making use of high throughput technologies as described by ... (Deprecated)",S
covid_test,759690,"Infectious agent detection by nucleic acid (DNA or RNA); severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) and influenza virus types A and B, multiplex amplified probe technique",S
